price,year,odometer,manufacturer,model,condition,cylinders,fuel,transmission,type,age,cluster,cluster_name
12950,2010,77202,hyundai,genesis coupe,excellent,4 cylinders,gas,manual,coupe,11,0,经济型车
42995,2014,69867,mercedes-benz,e-class,excellent,8 cylinders,gas,automatic,sedan,7,2,高端车
8450,2009,101327,subaru,legacy,excellent,4 cylinders,gas,manual,sedan,12,3,老旧车
25950,2018,27176,subaru,forester,excellent,4 cylinders,gas,automatic,SUV,3,1,中端车
8900,2015,53000,fiat,500c pop,like new,4 cylinders,gas,manual,convertible,6,1,中端车
7990,2011,102335,toyota,prius iii,excellent,4 cylinders,hybrid,automatic,hatchback,10,0,经济型车
7995,2010,141310,chevrolet,impala,excellent,6 cylinders,gas,automatic,sedan,11,3,老旧车
21500,2020,2000,chevrolet,traverse,like new,6 cylinders,gas,automatic,SUV,1,1,中端车
9999,2010,131000,nissan,murano sl,good,6 cylinders,gas,automatic,SUV,11,3,老旧车
7999,2011,131000,jeep,compass sport,excellent,4 cylinders,gas,automatic,SUV,10,3,老旧车
7999,2011,127000,chevrolet,hhr lt,good,4 cylinders,gas,automatic,hatchback,10,3,老旧车
20999,2015,45000,cadillac,ats luxury,good,6 cylinders,gas,automatic,sedan,6,1,中端车
11999,2016,94000,kia,forte 4dr sdn lx,good,4 cylinders,gas,automatic,sedan,5,0,经济型车
7499,2007,101000,cadillac,dts,excellent,8 cylinders,gas,automatic,sedan,14,3,老旧车
14499,2014,90000,kia,optima lx 4dr sedan,good,4 cylinders,gas,automatic,sedan,7,0,经济型车
8999,2010,114000,dodge,nitro sxt,good,6 cylinders,gas,automatic,SUV,11,3,老旧车
10499,2013,111000,chevrolet,malibu eco,good,4 cylinders,gas,automatic,sedan,8,0,经济型车
8499,2012,115000,kia,sedona lx minivan 4d,good,6 cylinders,gas,automatic,mini-van,9,0,经济型车
8499,2011,123000,mazda,3 s grand touring,good,4 cylinders,gas,automatic,sedan,10,3,老旧车
7999,2011,133000,kia,soul  wagon 4d,good,4 cylinders,gas,automatic,hatchback,10,3,老旧车
9499,2010,90000,ford,fusion sport,good,6 cylinders,gas,automatic,sedan,11,3,老旧车
6999,2007,140000,ford,edge se,good,6 cylinders,gas,automatic,SUV,14,3,老旧车
6999,2007,99000,pontiac,vibe sport wagon,good,4 cylinders,gas,automatic,hatchback,14,3,老旧车
15999,2015,135000,gmc,acadia sle-1,good,6 cylinders,gas,automatic,SUV,6,0,经济型车
6999,2012,153000,ford,focus sel hatchback,good,4 cylinders,gas,automatic,hatchback,9,0,经济型车
24999,2015,107000,ram,1500 big horn,good,8 cylinders,gas,automatic,pickup,6,0,经济型车
7999,2011,121000,ford,fusion sel,good,4 cylinders,gas,automatic,sedan,10,3,老旧车
10999,2012,94000,chrysler,200 s convertible,like new,6 cylinders,gas,automatic,convertible,9,0,经济型车
8999,2012,110000,mazda,mazda5 touring,good,4 cylinders,gas,automatic,mini-van,9,0,经济型车
11500,2019,23000,ford,fusion,like new,4 cylinders,gas,automatic,sedan,2,1,中端车
26995,2015,115152,ram,promaster 3500,good,4 cylinders,diesel,automatic,van,6,0,经济型车
1012,2018,26828,honda,odyssey,excellent,6 cylinders,gas,automatic,mini-van,3,1,中端车
7995,2011,189834,ford,transit connect,good,4 cylinders,gas,automatic,van,10,3,老旧车
29995,2018,72951,ford,transit,good,5 cylinders,diesel,automatic,van,3,2,高端车
32795,2018,76119,jeep,wrangler,excellent,6 cylinders,gas,automatic,SUV,3,2,高端车
29995,2018,76277,ram,promaster 2500,good,6 cylinders,gas,automatic,van,3,2,高端车
6450,2007,172500,lexus,rx 400h,good,6 cylinders,gas,automatic,SUV,14,3,老旧车
23995,2015,90547,ford,transit,good,6 cylinders,gas,automatic,van,6,1,中端车
14995,2014,138415,gmc,sierra,good,6 cylinders,gas,automatic,pickup,7,0,经济型车
26995,2017,52491,nissan,nv,good,6 cylinders,gas,automatic,van,4,1,中端车
29999,2013,61467,tesla,s,good,other,electric,automatic,sedan,8,1,中端车
15995,2015,136694,chevrolet,colorado,good,4 cylinders,gas,automatic,pickup,6,0,经济型车
42950,2019,4584,bmw,530i,like new,4 cylinders,gas,automatic,sedan,2,2,高端车
21950,2015,51284,lexus,es 350,good,6 cylinders,gas,automatic,sedan,6,1,中端车
21500,2013,99425,mercedes-benz,benz s550,excellent,8 cylinders,diesel,automatic,sedan,8,0,经济型车
11500,2013,26794,volkswagen,tiguan,good,4 cylinders,gas,automatic,SUV,8,1,中端车
17995,2015,134688,toyota,tacoma,excellent,4 cylinders,gas,automatic,pickup,6,0,经济型车
13995,2014,46225,hyundai,azera,excellent,6 cylinders,gas,automatic,sedan,7,1,中端车
12995,2016,49400,nissan,sentra,excellent,4 cylinders,gas,automatic,sedan,5,1,中端车
16000,2015,68396,volvo,v60,excellent,5 cylinders,gas,automatic,hatchback,6,1,中端车
12995,2008,82156,ford,ranger,excellent,6 cylinders,gas,automatic,pickup,13,3,老旧车
43999,2016,77204,cadillac,escalade,excellent,8 cylinders,electric,automatic,SUV,5,2,高端车
12999,2007,85235,mercedes-benz,cls550,excellent,8 cylinders,gas,automatic,sedan,14,3,老旧车
12995,2014,88000,honda,civic sedan,excellent,4 cylinders,gas,automatic,sedan,7,0,经济型车
3900,2007,197000,ford,f150 super cab 4x4,good,8 cylinders,gas,automatic,pickup,14,3,老旧车
32000,2018,65438,toyota,4runner 4x4,excellent,6 cylinders,gas,automatic,SUV,3,2,高端车
13000,2016,81000,subaru,impreza hatchback,excellent,4 cylinders,gas,manual,hatchback,5,0,经济型车
36773,2020,9828,ford,explorer,excellent,4 cylinders,gas,automatic,SUV,1,2,高端车
11900,2013,138000,audi,q5,excellent,6 cylinders,gas,automatic,SUV,8,0,经济型车
16000,2006,166860,ford,f550,good,8 cylinders,diesel,automatic,truck,15,3,老旧车
16000,2006,163715,ford,f550,good,8 cylinders,diesel,automatic,truck,15,3,老旧车
16000,2006,163715,ford,f550,good,8 cylinders,diesel,automatic,truck,15,3,老旧车
16000,2006,163715,ford,f550,good,8 cylinders,diesel,automatic,truck,15,3,老旧车
15000,2006,183584,ford,f450,good,8 cylinders,diesel,automatic,truck,15,3,老旧车
39590,2014,51937,mercedes-benz,s-class s 550,good,8 cylinders,gas,other,sedan,7,2,高端车
34990,2018,35965,ford,f150 supercrew cab xl,good,6 cylinders,gas,automatic,pickup,3,2,高端车
29990,2018,21846,volkswagen,atlas se w/tech pkg,good,6 cylinders,gas,other,other,3,2,高端车
6500,2013,98432,volkswagen,passat tdi,excellent,4 cylinders,diesel,automatic,sedan,8,0,经济型车
31990,2016,54482,bmw,5 series 550i sedan 4d,good,8 cylinders,gas,other,sedan,5,2,高端车
6900,2011,123432,dodge,grand caravan crew,excellent,6 cylinders,gas,automatic,van,10,3,老旧车
17900,2013,126321,ford,f150 supercrew,excellent,6 cylinders,gas,automatic,pickup,8,0,经济型车
3400,2009,149963,chevrolet,cobalt,good,4 cylinders,gas,automatic,sedan,12,3,老旧车
7295,2008,104896,cadillac,cts,like new,6 cylinders,gas,automatic,sedan,13,3,老旧车
6995,2006,114896,volkswagen,jetta 2.0 tdi,like new,4 cylinders,diesel,automatic,sedan,15,3,老旧车
38500,2012,63356,gmc,sierra 2500hd,excellent,8 cylinders,gas,automatic,pickup,9,2,高端车
25997,2017,133778,chevrolet,silverado 1500,excellent,8 cylinders,gas,automatic,pickup,4,0,经济型车
21997,2011,69573,jeep,wrangler,excellent,6 cylinders,gas,manual,SUV,10,0,经济型车
26500,2018,41745,ford,explorer,excellent,4 cylinders,gas,automatic,SUV,3,1,中端车
16900,2013,164000,ford,f150 supercrew 4x4,fair,6 cylinders,gas,automatic,pickup,8,0,经济型车
17900,2014,116000,ford,f150 supercrew 4x4,good,6 cylinders,gas,automatic,pickup,7,0,经济型车
15900,2013,143000,ford,f150 supercrew 4x4,good,6 cylinders,gas,automatic,pickup,8,0,经济型车
12900,2009,60032,chevrolet,tahoe ls 4x4,good,8 cylinders,gas,automatic,SUV,12,3,老旧车
4900,2006,180000,nissan,titan king cab 4x4,fair,8 cylinders,gas,automatic,pickup,15,3,老旧车
25500,2015,60000,bmw,x4 xdrive28i,like new,4 cylinders,gas,automatic,SUV,6,1,中端车
4500,2010,128000,mazda,3,excellent,4 cylinders,gas,automatic,sedan,11,3,老旧车
23500,2018,44702,lincoln,mkt,excellent,6 cylinders,gas,automatic,SUV,3,1,中端车
6600,2013,93822,kia,soul,excellent,4 cylinders,gas,automatic,hatchback,8,0,经济型车
22000,2013,95400,chevrolet,tahoe,good,8 cylinders,gas,automatic,SUV,8,0,经济型车
27990,2017,18296,dodge,durango sxt sport utility,good,6 cylinders,gas,other,other,4,2,高端车
26995,2014,88420,ford,f-150,excellent,6 cylinders,gas,automatic,truck,7,1,中端车
4900,2006,180000,nissan,titan king cab 4x4,fair,8 cylinders,gas,automatic,pickup,15,3,老旧车
18777,2018,34738,honda,civic ex,like new,4 cylinders,gas,automatic,sedan,3,1,中端车
33590,2012,73719,toyota,fj cruiser sport utility,good,6 cylinders,gas,other,other,9,1,中端车
5500,2013,74200,nissan,leaf,good,other,electric,automatic,hatchback,8,0,经济型车
23990,2017,42207,chevrolet,impala premier sedan,good,6 cylinders,gas,other,sedan,4,1,中端车
21990,2017,43459,hyundai,azera sedan 4d,good,6 cylinders,gas,other,sedan,4,1,中端车
13949,2017,125000,honda,accord sport se,excellent,4 cylinders,gas,automatic,sedan,4,0,经济型车
14991,2015,70544,honda,civic sedan lx,good,4 cylinders,gas,automatic,sedan,6,1,中端车
27990,2012,68696,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,other,pickup,9,1,中端车
9450,2007,171400,mercedes-benz,s-class s550 sedan,excellent,8 cylinders,gas,automatic,sedan,14,3,老旧车
15995,2015,128616,chevrolet,camaro,excellent,6 cylinders,gas,automatic,coupe,6,0,经济型车
17990,2013,34781,hyundai,genesis 3.8 sedan 4d,good,6 cylinders,gas,other,sedan,8,1,中端车
14991,2015,100054,bmw,x1 sdrive28i,good,4 cylinders,gas,automatic,other,6,0,经济型车
14991,2017,78579,jeep,patriot sport se,good,4 cylinders,gas,automatic,other,4,1,中端车
11950,2011,47300,hyundai,sonata,excellent,4 cylinders,gas,automatic,sedan,10,0,经济型车
13591,2018,75347,toyota,corolla im,good,4 cylinders,gas,automatic,hatchback,3,1,中端车
34999,2015,113925,ford,f150 king ranch 4x4,like new,6 cylinders,gas,automatic,truck,6,2,高端车
23590,2012,33872,nissan,370z touring coupe 2d,good,6 cylinders,gas,other,coupe,9,1,中端车
46000,2016,33095,chevrolet,suburban 1500,excellent,8 cylinders,gas,automatic,SUV,5,2,高端车
28990,2014,100176,toyota,4runner limited sport,good,6 cylinders,gas,other,other,7,0,经济型车
20990,2012,33083,lexus,is 250 sedan 4d,good,6 cylinders,gas,other,sedan,9,1,中端车
29990,2019,21462,chevrolet,blazer 2lt sport,good,6 cylinders,gas,other,other,2,2,高端车
39990,2018,15688,jeep,wrangler unlimited all new,good,6 cylinders,other,other,other,3,2,高端车
25990,2019,26184,acura,tlx 3.5 sedan 4d,good,6 cylinders,gas,other,sedan,2,1,中端车
12991,2015,175098,jeep,cherokee trailhawk,good,6 cylinders,gas,automatic,other,6,0,经济型车
39590,2017,27459,toyota,tundra double cab sr5,good,8 cylinders,gas,other,pickup,4,2,高端车
28590,2019,31208,cadillac,xts luxury sedan 4d,good,6 cylinders,gas,other,sedan,2,2,高端车
27590,2017,53525,toyota,sienna xle premium,good,6 cylinders,gas,other,van,4,1,中端车
31990,2018,5769,ford,explorer xlt sport utility,good,6 cylinders,gas,other,other,3,2,高端车
17997,2008,150564,chevrolet,silverado 1500,excellent,8 cylinders,gas,automatic,pickup,13,3,老旧车
6995,2012,217012,ford,f150,good,6 cylinders,gas,automatic,pickup,9,3,老旧车
11991,2011,172752,toyota,sienna xle,good,6 cylinders,gas,automatic,van,10,3,老旧车
31990,2019,8219,toyota,avalon xse sedan 4d,good,6 cylinders,gas,other,sedan,2,2,高端车
11800,2013,57156,hyundai,sonata gls,excellent,4 cylinders,gas,automatic,sedan,8,1,中端车
43000,2019,22500,lexus,rx 350,excellent,6 cylinders,gas,automatic,SUV,2,2,高端车
7000,2008,145724,ram,1500,excellent,8 cylinders,gas,automatic,truck,13,3,老旧车
10991,2016,103030,volkswagen,jetta sedan 1.4t se,good,4 cylinders,gas,automatic,sedan,5,0,经济型车
10995,2008,110310,ford,f150,good,8 cylinders,gas,automatic,pickup,13,3,老旧车
9991,2008,164175,gmc,acadia slt2,good,6 cylinders,gas,automatic,other,13,3,老旧车
32800,2018,5782,nissan,titan,excellent,8 cylinders,gas,automatic,truck,3,2,高端车
10995,2012,173412,ford,econoline,good,8 cylinders,gas,automatic,van,9,0,经济型车
9995,2010,175303,ford,f150,good,8 cylinders,gas,automatic,truck,11,3,老旧车
28995,2017,50811,nissan,nv,good,6 cylinders,gas,automatic,van,4,1,中端车
16995,2017,75852,nissan,frontier,good,4 cylinders,gas,automatic,pickup,4,1,中端车
31579,2015,96882,chevrolet,tahoe,excellent,8 cylinders,gas,automatic,SUV,6,1,中端车
26995,2019,30703,ford,transit,good,6 cylinders,gas,automatic,van,2,2,高端车
46902,2015,54403,chevrolet,corvette,excellent,8 cylinders,gas,manual,coupe,6,2,高端车
16995,2014,113874,ford,f150,good,6 cylinders,gas,automatic,truck,7,0,经济型车
13995,2010,158615,ram,2500,good,8 cylinders,gas,automatic,pickup,11,3,老旧车
18995,2012,141780,ford,f250,good,8 cylinders,gas,automatic,truck,9,0,经济型车
19500,2015,109405,mercedes-benz,benz ml350,good,6 cylinders,gas,automatic,SUV,6,0,经济型车
16995,2015,80384,ford,transit,good,6 cylinders,gas,automatic,van,6,1,中端车
19990,2012,44271,infiniti,m m37 sedan 4d,good,6 cylinders,gas,manual,sedan,9,1,中端车
13000,2011,129000,subaru,wrx,good,4 cylinders,gas,manual,sedan,10,0,经济型车
14800,2013,99823,honda,accord,excellent,4 cylinders,gas,automatic,sedan,8,0,经济型车
17995,2016,81037,ford,transit,good,6 cylinders,gas,automatic,van,5,1,中端车
34995,2011,153460,ford,f-250 super duty xlt,excellent,8 cylinders,diesel,automatic,pickup,10,0,经济型车
13921,2016,34150,hyundai,sonata se,excellent,4 cylinders,gas,automatic,sedan,5,1,中端车
12995,2013,73023,buick,lacrosse,like new,6 cylinders,gas,automatic,sedan,8,0,经济型车
27500,2012,99989,mitsubishi,fuso fe160,excellent,4 cylinders,diesel,automatic,truck,9,0,经济型车
8500,2008,167000,mercedes-benz,benz gl450,good,8 cylinders,gas,automatic,SUV,13,3,老旧车
23990,2013,63065,lincoln,navigator sport utility,good,8 cylinders,gas,other,other,8,1,中端车
39500,2013,99332,ford,f750,excellent,6 cylinders,diesel,automatic,truck,8,2,高端车
5500,2007,186000,ford,f450 super duty,good,8 cylinders,diesel,automatic,truck,14,3,老旧车
9500,2005,117822,ford,f450 12' stake bed,excellent,8 cylinders,diesel,automatic,truck,16,3,老旧车
11884,2011,169552,lexus,rx 350 awd,excellent,6 cylinders,gas,automatic,SUV,10,3,老旧车
10948,2013,61016,volkswagen,beetle turbo,excellent,4 cylinders,gas,automatic,hatchback,8,0,经济型车
30590,2016,5937,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,other,coupe,5,2,高端车
8645,2013,91761,ford,escape se ecoboost,excellent,4 cylinders,gas,automatic,SUV,8,0,经济型车
17995,2014,144465,toyota,tacoma,excellent,4 cylinders,gas,automatic,truck,7,0,经济型车
29995,2013,91397,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,automatic,pickup,8,0,经济型车
4900,2006,180000,nissan,titan king cab 4x4,fair,8 cylinders,gas,automatic,pickup,15,3,老旧车
12900,2009,60032,chevrolet,tahoe ls 4x4,good,8 cylinders,gas,automatic,SUV,12,3,老旧车
15900,2013,143000,ford,f150 supercrew 4x4,good,6 cylinders,gas,automatic,pickup,8,0,经济型车
7900,2014,35000,chevrolet,sonic ls,good,4 cylinders,gas,automatic,sedan,7,1,中端车
17900,2014,116000,ford,f150 supercrew 4x4,good,6 cylinders,gas,automatic,pickup,7,0,经济型车
16900,2013,164000,ford,f150 supercrew 4x4,fair,6 cylinders,gas,automatic,pickup,8,0,经济型车
3200,2006,200000,gmc,w3500,fair,8 cylinders,gas,automatic,van,15,3,老旧车
24990,2018,14714,chrysler,300 limited sedan 4d,good,6 cylinders,gas,other,sedan,3,1,中端车
21590,2012,27537,jaguar,xf portfolio sedan 4d,good,8 cylinders,gas,other,sedan,9,1,中端车
23990,2015,43087,honda,odyssey ex-l minivan 4d,good,6 cylinders,gas,other,van,6,1,中端车
34990,2018,22064,ram,1500 quad cab big horn,good,6 cylinders,other,other,pickup,3,2,高端车
32990,2018,33557,toyota,sienna xle minivan 4d,good,6 cylinders,gas,other,van,3,2,高端车
10500,2013,76429,ford,c-max hybrid,excellent,4 cylinders,gas,automatic,hatchback,8,0,经济型车
10900,2016,131321,hyundai,sonata limited,like new,4 cylinders,gas,automatic,sedan,5,0,经济型车
11500,2015,80321,honda,civic lx,excellent,4 cylinders,gas,automatic,sedan,6,0,经济型车
6900,2013,98432,volkswagen,passat tdi,excellent,4 cylinders,diesel,automatic,sedan,8,0,经济型车
6500,2011,123432,dodge,grand caravan crew,excellent,6 cylinders,gas,automatic,van,10,3,老旧车
6500,2011,188342,subaru,outback premium,excellent,4 cylinders,gas,automatic,sedan,10,3,老旧车
12900,2012,202432,ram,1500 quad cab,like new,8 cylinders,gas,automatic,pickup,9,3,老旧车
5900,2011,75000,chevrolet,aveo,excellent,4 cylinders,gas,automatic,hatchback,10,0,经济型车
32000,2018,94044,chevrolet,silverado 1500 4x4,like new,4 cylinders,gas,manual,truck,3,2,高端车
10800,2013,134000,hyundai,santa fe limited,excellent,6 cylinders,gas,automatic,SUV,8,0,经济型车
9800,2007,127606,honda,pilot awd,good,6 cylinders,gas,automatic,SUV,14,3,老旧车
10900,2009,124000,lexus,rx 350,excellent,6 cylinders,gas,automatic,SUV,12,3,老旧车
29850,2013,14303,honda,odyssey touring,excellent,6 cylinders,gas,automatic,mini-van,8,1,中端车
35900,2009,16000,ford,e-150,excellent,8 cylinders,gas,automatic,van,12,2,高端车
12500,2018,7200,hyundai,elantra,like new,4 cylinders,gas,automatic,sedan,3,1,中端车
1900,2007,203000,subaru,impreza 2.5i,salvage,4 cylinders,gas,automatic,wagon,14,3,老旧车
25990,2014,14498,nissan,370z touring coupe 2d,good,6 cylinders,gas,automatic,coupe,7,1,中端车
31990,2017,26275,infiniti,qx70 3.7 sport utility,good,6 cylinders,hybrid,other,other,4,2,高端车
37590,2018,19547,gmc,canyon crew cab slt pickup,good,6 cylinders,gas,other,pickup,3,2,高端车
28990,2017,38517,gmc,acadia limited sport utility,good,6 cylinders,gas,other,other,4,2,高端车
24590,2017,42253,toyota,avalon xle touring sedan,good,6 cylinders,other,other,sedan,4,1,中端车
32590,2020,21229,ram,1500 classic crew cab slt,good,8 cylinders,gas,other,pickup,1,2,高端车
35500,2018,27000,ram,1500 slt crew cab 4x2,excellent,6 cylinders,diesel,automatic,pickup,3,2,高端车
21590,2015,61280,cadillac,srx luxury collection,good,6 cylinders,gas,other,other,6,1,中端车
32990,2018,29979,ram,1500 quad cab harvest pickup,good,6 cylinders,gas,other,pickup,3,2,高端车
39990,2018,45123,gmc,sierra 1500 double cab slt,good,8 cylinders,gas,automatic,pickup,3,2,高端车
34990,2010,19502,chevrolet,corvette coupe 2d,good,8 cylinders,gas,other,coupe,11,2,高端车
32990,2009,45719,bmw,m3 coupe 2d,good,8 cylinders,gas,other,coupe,12,1,中端车
31990,2016,37610,bmw,5 series 550i sedan 4d,good,8 cylinders,gas,other,sedan,5,2,高端车
28590,2018,28737,volkswagen,atlas se sport,good,6 cylinders,gas,other,other,3,2,高端车
37990,2016,9704,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,other,coupe,5,2,高端车
25990,2016,41932,hyundai,genesis 3.8 sedan 4d,good,6 cylinders,gas,automatic,sedan,5,1,中端车
20990,2017,30016,buick,lacrosse preferred sedan,good,6 cylinders,gas,other,sedan,4,1,中端车
30990,2018,8084,infiniti,q50 hybrid luxe sedan,good,6 cylinders,gas,other,sedan,3,2,高端车
38590,2020,11272,nissan,maxima platinum sedan 4d,good,6 cylinders,gas,other,sedan,1,2,高端车
11950,2008,112391,rover,sport,excellent,8 cylinders,gas,automatic,SUV,13,3,老旧车
28000,2007,19700,porsche,cayman,like new,6 cylinders,gas,manual,coupe,14,1,中端车
46950,2011,70327,chevrolet,silverado 3500hd ltz,excellent,8 cylinders,diesel,automatic,pickup,10,2,高端车
38990,2017,49739,dodge,charger daytona 392 sedan,good,8 cylinders,gas,other,sedan,4,2,高端车
28990,2012,41029,bmw,6 series 650i convertible 2d,good,8 cylinders,gas,other,other,9,1,中端车
10950,2013,99373,kia,optima,excellent,4 cylinders,gas,automatic,sedan,8,0,经济型车
6100,2007,144586,lexus,es 350,excellent,6 cylinders,gas,automatic,sedan,14,3,老旧车
12000,2012,90133,ford,f150 fx2,good,6 cylinders,gas,automatic,truck,9,0,经济型车
6175,2014,91000,nissan,altima s,excellent,4 cylinders,gas,automatic,sedan,7,0,经济型车
30500,2019,21726,mazda,cx9 touring,like new,4 cylinders,gas,automatic,SUV,2,2,高端车
26990,2013,97280,lexus,gx 460 sport utility 4d,good,8 cylinders,gas,automatic,other,8,0,经济型车
24990,2018,12702,chrysler,300 touring l sedan 4d,good,6 cylinders,gas,other,sedan,3,1,中端车
6500,2011,121000,toyota,corolla,good,4 cylinders,gas,automatic,sedan,10,3,老旧车
39990,2020,5078,hyundai,palisade sel sport,good,6 cylinders,other,other,other,1,2,高端车
27590,2015,74730,lexus,rc 350 coupe 2d,good,6 cylinders,gas,other,coupe,6,1,中端车
8500,2008,98700,audi,a4,good,4 cylinders,gas,manual,sedan,13,3,老旧车
19990,2012,21075,cadillac,srx sport utility 4d,good,6 cylinders,gas,other,other,9,1,中端车
34990,2009,73105,lexus,lx 570 sport utility 4d,good,8 cylinders,gas,other,SUV,12,1,中端车
34990,2018,37509,jeep,grand cherokee trailhawk,good,6 cylinders,gas,other,other,3,2,高端车
39590,2019,23488,chevrolet,silverado 1500 ld,good,8 cylinders,gas,other,pickup,2,2,高端车
31990,2017,891,jeep,wrangler sport s utility 2d,good,6 cylinders,gas,other,other,4,2,高端车
31990,2017,15498,ram,1500 crew cab express pickup,good,8 cylinders,gas,other,pickup,4,2,高端车
35990,2013,77115,toyota,fj cruiser sport utility,good,6 cylinders,gas,other,other,8,2,高端车
26590,2018,40176,nissan,frontier crew cab sv,good,6 cylinders,gas,other,pickup,3,1,中端车
21590,2011,93294,lexus,ls 460 sedan 4d,good,8 cylinders,gas,other,sedan,10,0,经济型车
32990,2017,30041,jeep,wrangler unlimited sport,good,6 cylinders,gas,other,other,4,2,高端车
37990,2010,56302,chevrolet,corvette grand sport,good,8 cylinders,other,other,other,11,2,高端车
25990,2014,82140,chevrolet,silverado 1500 regular,good,8 cylinders,other,automatic,pickup,7,1,中端车
34990,2019,7277,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,other,coupe,2,2,高端车
29990,2016,19374,ford,mustang gt coupe 2d,good,8 cylinders,gas,automatic,coupe,5,2,高端车
10200,2008,130393,lexus,rx350,excellent,6 cylinders,gas,automatic,SUV,13,3,老旧车
10900,2008,201967,ford,f-150 lariat 4x4,good,8 cylinders,gas,automatic,pickup,13,3,老旧车
9999,2014,38000,ford,focus se,excellent,4 cylinders,gas,automatic,sedan,7,1,中端车
10500,2014,78000,gmc,terrain sle,excellent,6 cylinders,gas,automatic,SUV,7,0,经济型车
11900,2017,74000,gmc,terrain slt,good,4 cylinders,gas,automatic,SUV,4,1,中端车
11700,2013,85000,cadillac,srx,like new,6 cylinders,gas,automatic,SUV,8,0,经济型车
8900,2006,150304,nissan,titan se,good,8 cylinders,gas,automatic,pickup,15,3,老旧车
25999,2017,20856,dodge,challenger,excellent,6 cylinders,gas,automatic,coupe,4,1,中端车
6800,2012,114000,mazda,mazda3,good,4 cylinders,gas,automatic,sedan,9,0,经济型车
42599,2017,38191,dodge,charger,excellent,8 cylinders,gas,automatic,sedan,4,2,高端车
10900,2012,207603,ford,f-250 xlt,good,8 cylinders,gas,automatic,pickup,9,3,老旧车
37988,2014,69974,tesla,model s,excellent,other,electric,automatic,sedan,7,2,高端车
21995,2016,53987,mercedes-benz,e-class,excellent,6 cylinders,gas,automatic,sedan,5,1,中端车
7900,2015,44889,chevrolet,sonic lt,excellent,4 cylinders,gas,automatic,hatchback,6,1,中端车
34999,2019,17995,kia,stinger,excellent,6 cylinders,gas,automatic,sedan,2,2,高端车
29999,2016,66213,chevrolet,camaro,excellent,8 cylinders,gas,automatic,convertible,5,1,中端车
29990,2019,10714,nissan,maxima platinum sedan 4d,good,6 cylinders,other,automatic,sedan,2,2,高端车
28999,2017,57009,chevrolet,camaro,excellent,8 cylinders,gas,automatic,convertible,4,1,中端车
22990,2015,58491,infiniti,q70 3.7 sedan 4d,good,6 cylinders,gas,other,sedan,6,1,中端车
22488,2016,64817,lexus,is200t,excellent,4 cylinders,gas,automatic,sedan,5,1,中端车
24590,2018,45451,volkswagen,atlas se sport,good,6 cylinders,gas,other,other,3,1,中端车
32990,2017,34725,gmc,sierra 1500 double cab sle,good,6 cylinders,other,other,pickup,4,2,高端车
31999,2018,16105,jeep,grand cherokee,excellent,6 cylinders,gas,automatic,SUV,3,2,高端车
38590,2017,46377,nissan,titan xd crew cab sv,good,8 cylinders,other,other,pickup,4,2,高端车
32590,2011,44429,bmw,m3 convertible 2d,good,8 cylinders,gas,other,other,10,1,中端车
36590,2015,79395,gmc,yukon slt sport utility 4d,good,8 cylinders,gas,other,other,6,2,高端车
11991,2015,113568,dodge,grand caravan sxt,good,6 cylinders,other,automatic,van,6,0,经济型车
11991,2016,87518,jeep,patriot sport se,good,4 cylinders,gas,automatic,other,5,0,经济型车
31990,2017,15498,ram,1500 crew cab express pickup,good,8 cylinders,gas,other,pickup,4,2,高端车
8000,2010,73000,volkswagen,jetta sel,excellent,5 cylinders,gas,automatic,sedan,11,3,老旧车
24999,2019,32159,dodge,charger sxt plus,like new,6 cylinders,gas,automatic,sedan,2,1,中端车
32129,2020,42905,gmc,acadia,like new,6 cylinders,gas,automatic,SUV,1,2,高端车
18758,2020,31607,dodge,grand caravan,like new,6 cylinders,gas,automatic,mini-van,1,1,中端车
21598,2020,33423,chevrolet,equinox,like new,4 cylinders,gas,automatic,SUV,1,1,中端车
23999,2020,35682,gmc,terrain slt,like new,4 cylinders,gas,automatic,SUV,1,1,中端车
24000,2010,62200,jeep,wrangler rubicon,like new,6 cylinders,gas,automatic,offroad,11,0,经济型车
10380,2007,193132,ram,1500,good,8 cylinders,gas,automatic,truck,14,3,老旧车
39990,2018,15688,jeep,wrangler unlimited all new,good,6 cylinders,other,other,other,3,2,高端车
29990,2016,17302,chevrolet,colorado extended cab,good,6 cylinders,gas,other,pickup,5,2,高端车
31990,2017,891,jeep,wrangler sport s utility 2d,good,6 cylinders,gas,other,other,4,2,高端车
34990,2019,7277,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,other,coupe,2,2,高端车
13500,2007,71400,ford,mustang,excellent,8 cylinders,gas,automatic,coupe,14,3,老旧车
25990,2013,42045,mercedes-benz,e-class e 550,good,8 cylinders,gas,automatic,coupe,8,1,中端车
35990,2019,49441,toyota,4runner sr5 sport utility,good,6 cylinders,gas,other,other,2,2,高端车
13750,2016,91864,chrysler,town & country,excellent,6 cylinders,gas,automatic,mini-van,5,0,经济型车
29990,2019,6727,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,other,coupe,2,2,高端车
